Country,Factors,Value
Armenia,Family,0.77711
Armenia,Health (Life Expectancy),0.7299
Armenia,Freedom,0.19847
Armenia,Trust (Government Corruption),0.039
Armenia,Generosity,0.07855
Botswana,Economy (GDP per Capita),0.99355
Botswana,Family,1.10464
Botswana,Health (Life Expectancy),0.04776
Botswana,Freedom,0.49495
Botswana,Trust (Government Corruption),0.12474
Botswana,Generosity,0.10461
Myanmar,Economy (GDP per Capita),0.27108
Myanmar,Family,0.70905
Myanmar,Health (Life Expectancy),0.48246
Myanmar,Freedom,0.44017
Myanmar,Trust (Government Corruption),0.19034
Myanmar,Generosity,0.79588
Georgia,Economy (GDP per Capita),0.7419
Georgia,Family,0.38562
Georgia,Health (Life Expectancy),0.72926
Georgia,Freedom,0.40577
Georgia,Trust (Government Corruption),0.38331
Georgia,Generosity,0.05547
Malawi,Economy (GDP per Capita),0.01604
Malawi,Family,0.41134
Malawi,Health (Life Expectancy),0.22562
Malawi,Freedom,0.43054
Malawi,Trust (Government Corruption),0.06977
Malawi,Generosity,0.33128
Sri Lanka,Economy (GDP per Capita),0.83524
Sri Lanka,Family,1.01905
Sri Lanka,Health (Life Expectancy),0.70806
Sri Lanka,Freedom,0.53726
Sri Lanka,Trust (Government Corruption),0.09179
Sri Lanka,Generosity,0.40828
Cameroon,Economy (GDP per Capita),0.4225
Cameroon,Family,0.88767
Cameroon,Health (Life Expectancy),0.23402
Cameroon,Freedom,0.49309
Cameroon,Trust (Government Corruption),0.05786
Cameroon,Generosity,0.20618
Bulgaria,Economy (GDP per Capita),1.01216
Bulgaria,Family,1.10614
Bulgaria,Health (Life Expectancy),0.76649
Bulgaria,Freedom,0.30587
Bulgaria,Trust (Government Corruption),0.00872
Bulgaria,Generosity,0.11921
Egypt,Economy (GDP per Capita),0.8818
Egypt,Family,0.747
Egypt,Health (Life Expectancy),0.61712
Egypt,Freedom,0.17288
Egypt,Trust (Government Corruption),0.06324
Egypt,Generosity,0.11291
Yemen,Economy (GDP per Capita),0.54649
Yemen,Family,0.68093
Yemen,Health (Life Expectancy),0.40064
Yemen,Freedom,0.35571
Yemen,Trust (Government Corruption),0.07854
Yemen,Generosity,0.09131
Angola,Economy (GDP per Capita),0.75778
Angola,Family,0.8604
Angola,Health (Life Expectancy),0.16683
Angola,Freedom,0.10384
Angola,Trust (Government Corruption),0.07122
Angola,Generosity,0.12344
Mali,Economy (GDP per Capita),0.26074
Mali,Family,1.03526
Mali,Health (Life Expectancy),0.20583
Mali,Freedom,0.38857
Mali,Trust (Government Corruption),0.12352
Mali,Generosity,0.18798
Congo (Brazzaville),Economy (GDP per Capita),0.67866
Congo (Brazzaville),Family,0.6629
Congo (Brazzaville),Health (Life Expectancy),0.31051
Congo (Brazzaville),Freedom,0.41466
Congo (Brazzaville),Trust (Government Corruption),0.11686
Congo (Brazzaville),Generosity,0.12388
Comoros,Economy (GDP per Capita),0.23906
Comoros,Family,0.79273
Comoros,Health (Life Expectancy),0.36315
Comoros,Freedom,0.22917
Comoros,Trust (Government Corruption),0.199
Comoros,Generosity,0.17441
Uganda,Economy (GDP per Capita),0.21102
Uganda,Family,1.13299
Uganda,Health (Life Expectancy),0.33861
Uganda,Freedom,0.45727
Uganda,Trust (Government Corruption),0.07267
Uganda,Generosity,0.29066
Senegal,Economy (GDP per Capita),0.36498
Senegal,Family,0.97619
Senegal,Health (Life Expectancy),0.4354
Senegal,Freedom,0.36772
Senegal,Trust (Government Corruption),0.10713
Senegal,Generosity,0.20843
Gabon,Economy (GDP per Capita),1.06024
Gabon,Family,0.90528
Gabon,Health (Life Expectancy),0.43372
Gabon,Freedom,0.31914
Gabon,Trust (Government Corruption),0.11091
Gabon,Generosity,0.06822
Niger,Economy (GDP per Capita),0.0694
Niger,Family,0.77265
Niger,Health (Life Expectancy),0.29707
Niger,Freedom,0.47692
Niger,Trust (Government Corruption),0.15639
Niger,Generosity,0.19387
Cambodia,Economy (GDP per Capita),0.46038
Cambodia,Family,0.62736
Cambodia,Health (Life Expectancy),0.61114
Cambodia,Freedom,0.66246
Cambodia,Trust (Government Corruption),0.07247
Cambodia,Generosity,0.40359
Tanzania,Economy (GDP per Capita),0.2852
Tanzania,Family,1.00268
Tanzania,Health (Life Expectancy),0.38215
Tanzania,Freedom,0.32878
Tanzania,Trust (Government Corruption),0.05747
Tanzania,Generosity,0.34377
Madagascar,Economy (GDP per Capita),0.20824
Madagascar,Family,0.66801
Madagascar,Health (Life Expectancy),0.46721
Madagascar,Freedom,0.19184
Madagascar,Trust (Government Corruption),0.08124
Madagascar,Generosity,0.21333
Central African Republic,Economy (GDP per Capita),0.0785
Central African Republic,Family,0
Central African Republic,Health (Life Expectancy),0.06699
Central African Republic,Freedom,0.48879
Central African Republic,Trust (Government Corruption),0.08289
Central African Republic,Generosity,0.23835
Chad,Economy (GDP per Capita),0.34193
Chad,Family,0.76062
Chad,Health (Life Expectancy),0.1501
Chad,Freedom,0.23501
Chad,Trust (Government Corruption),0.05269
Chad,Generosity,0.18386
Guinea,Economy (GDP per Capita),0.17417
Guinea,Family,0.46475
Guinea,Health (Life Expectancy),0.24009
Guinea,Freedom,0.37725
Guinea,Trust (Government Corruption),0.12139
Guinea,Generosity,0.28657
Ivory Coast,Economy (GDP per Capita),0.46534
Ivory Coast,Family,0.77115
Ivory Coast,Health (Life Expectancy),0.15185
Ivory Coast,Freedom,0.46866
Ivory Coast,Trust (Government Corruption),0.17922
Ivory Coast,Generosity,0.20165
Burkina Faso,Economy (GDP per Capita),0.25812
Burkina Faso,Family,0.85188
Burkina Faso,Health (Life Expectancy),0.27125
Burkina Faso,Freedom,0.39493
Burkina Faso,Trust (Government Corruption),0.12832
Burkina Faso,Generosity,0.21747
Afghanistan,Economy (GDP per Capita),0.31982
Afghanistan,Family,0.30285
Afghanistan,Health (Life Expectancy),0.30335
Afghanistan,Freedom,0.23414
Afghanistan,Trust (Government Corruption),0.09719
Afghanistan,Generosity,0.3651
Rwanda,Economy (GDP per Capita),0.22208
Rwanda,Family,0.7737
Rwanda,Health (Life Expectancy),0.42864
Rwanda,Freedom,0.59201
Rwanda,Trust (Government Corruption),0.55191
Rwanda,Generosity,0.22628
Benin,Economy (GDP per Capita),0.28665
Benin,Family,0.35386
Benin,Health (Life Expectancy),0.3191
Benin,Freedom,0.4845
Benin,Trust (Government Corruption),0.0801
Benin,Generosity,0.1826
Syria,Economy (GDP per Capita),0.6632
Syria,Family,0.47489
Syria,Health (Life Expectancy),0.72193
Syria,Freedom,0.15684
Syria,Trust (Government Corruption),0.18906
Syria,Generosity,0.47179
Burundi,Economy (GDP per Capita),0.0153
Burundi,Family,0.41587
Burundi,Health (Life Expectancy),0.22396
Burundi,Freedom,0.1185
Burundi,Trust (Government Corruption),0.10062
Burundi,Generosity,0.19727
Togo,Economy (GDP per Capita),0.20868
Togo,Family,0.13995
Togo,Health (Life Expectancy),0.28443
Togo,Freedom,0.36453
Togo,Trust (Government Corruption),0.10731
Togo,Generosity,0.16681
Puerto Rico,Economy (GDP per Capita),0
Puerto Rico,Family,0
Puerto Rico,Health (Life Expectancy),0
Puerto Rico,Freedom,0
Puerto Rico,Trust (Government Corruption),0
Puerto Rico,Generosity,0
Namibia,Economy (GDP per Capita),0
Namibia,Family,0
Namibia,Health (Life Expectancy),0
Namibia,Freedom,0
Namibia,Trust (Government Corruption),0
Namibia,Generosity,0
South Sudan,Economy (GDP per Capita),0
South Sudan,Family,0
South Sudan,Health (Life Expectancy),0
South Sudan,Freedom,0
South Sudan,Trust (Government Corruption),0
South Sudan,Generosity,0
Gambia,Economy (GDP per Capita),0
Gambia,Family,0
Gambia,Health (Life Expectancy),0
Gambia,Freedom,0
Gambia,Trust (Government Corruption),0
Gambia,Generosity,0
Somalia,Economy (GDP per Capita),0
Somalia,Family,0
Somalia,Health (Life Expectancy),0
Somalia,Freedom,0
Somalia,Trust (Government Corruption),0
Somalia,Generosity,0
Maldives,Economy (GDP per Capita),0
Maldives,Family,0
Maldives,Health (Life Expectancy),0
Maldives,Freedom,0
Maldives,Trust (Government Corruption),0
Maldives,Generosity,0
Belize,Economy (GDP per Capita),0
Belize,Family,0
Belize,Health (Life Expectancy),0
Belize,Freedom,0
Belize,Trust (Government Corruption),0
Belize,Generosity,0
Denmark,Economy (GDP per Capita),1.44178
Denmark,Family,1.16374
Denmark,Health (Life Expectancy),0.79504
Denmark,Freedom,0.57941
Denmark,Trust (Government Corruption),0.44453
Denmark,Generosity,0.36171
Switzerland,Economy (GDP per Capita),1.52733
Switzerland,Family,1.14524
Switzerland,Health (Life Expectancy),0.86303
Switzerland,Freedom,0.58557
Switzerland,Trust (Government Corruption),0.41203
Switzerland,Generosity,0.28083
Iceland,Economy (GDP per Capita),1.42666
Iceland,Family,1.18326
Iceland,Health (Life Expectancy),0.86733
Iceland,Freedom,0.56624
Iceland,Trust (Government Corruption),0.14975
Iceland,Generosity,0.47678
Norway,Economy (GDP per Capita),1.57744
Norway,Family,1.1269
Norway,Health (Life Expectancy),0.79579
Norway,Freedom,0.59609
Norway,Trust (Government Corruption),0.35776
Norway,Generosity,0.37895
Finland,Economy (GDP per Capita),1.40598
Finland,Family,1.13464
Finland,Health (Life Expectancy),0.81091
Finland,Freedom,0.57104
Finland,Trust (Government Corruption),0.41004
Finland,Generosity,0.25492
Canada,Economy (GDP per Capita),1.44015
Canada,Family,1.0961
Canada,Health (Life Expectancy),0.8276
Canada,Freedom,0.5737
Canada,Trust (Government Corruption),0.31329
Canada,Generosity,0.44834
Netherlands,Economy (GDP per Capita),1.46468
Netherlands,Family,1.02912
Netherlands,Health (Life Expectancy),0.81231
Netherlands,Freedom,0.55211
Netherlands,Trust (Government Corruption),0.29927
Netherlands,Generosity,0.47416
New Zealand,Economy (GDP per Capita),1.36066
New Zealand,Family,1.17278
New Zealand,Health (Life Expectancy),0.83096
New Zealand,Freedom,0.58147
New Zealand,Trust (Government Corruption),0.41904
New Zealand,Generosity,0.49401
Australia,Economy (GDP per Capita),1.44443
Australia,Family,1.10476
Australia,Health (Life Expectancy),0.8512
Australia,Freedom,0.56837
Australia,Trust (Government Corruption),0.32331
Australia,Generosity,0.47407
Sweden,Economy (GDP per Capita),1.45181
Sweden,Family,1.08764
Sweden,Health (Life Expectancy),0.83121
Sweden,Freedom,0.58218
Sweden,Trust (Government Corruption),0.40867
Sweden,Generosity,0.38254
Israel,Economy (GDP per Capita),1.33766
Israel,Family,0.99537
Israel,Health (Life Expectancy),0.84917
Israel,Freedom,0.36432
Israel,Trust (Government Corruption),0.08728
Israel,Generosity,0.32288
Austria,Economy (GDP per Capita),1.45038
Austria,Family,1.08383
Austria,Health (Life Expectancy),0.80565
Austria,Freedom,0.54355
Austria,Trust (Government Corruption),0.21348
Austria,Generosity,0.32865
United States,Economy (GDP per Capita),1.50796
United States,Family,1.04782
United States,Health (Life Expectancy),0.779
United States,Freedom,0.48163
United States,Trust (Government Corruption),0.14868
United States,Generosity,0.41077
Costa Rica,Economy (GDP per Capita),1.06879
Costa Rica,Family,1.02152
Costa Rica,Health (Life Expectancy),0.76146
Costa Rica,Freedom,0.55225
Costa Rica,Trust (Government Corruption),0.10547
Costa Rica,Generosity,0.22553
Puerto Rico,Economy (GDP per Capita),1.35943
Puerto Rico,Family,1.08113
Puerto Rico,Health (Life Expectancy),0.77758
Puerto Rico,Freedom,0.46823
Puerto Rico,Trust (Government Corruption),0.12275
Puerto Rico,Generosity,0.22202
Germany,Economy (GDP per Capita),1.44787
Germany,Family,1.09774
Germany,Health (Life Expectancy),0.81487
Germany,Freedom,0.53466
Germany,Trust (Government Corruption),0.28551
Germany,Generosity,0.30452
Brazil,Economy (GDP per Capita),1.08754
Brazil,Family,1.03938
Brazil,Health (Life Expectancy),0.61415
Brazil,Freedom,0.40425
Brazil,Trust (Government Corruption),0.14166
Brazil,Generosity,0.15776
Belgium,Economy (GDP per Capita),1.42539
Belgium,Family,1.05249
Belgium,Health (Life Expectancy),0.81959
Belgium,Freedom,0.51354
Belgium,Trust (Government Corruption),0.26248
Belgium,Generosity,0.2424
Ireland,Economy (GDP per Capita),1.48341
Ireland,Family,1.16157
Ireland,Health (Life Expectancy),0.81455
Ireland,Freedom,0.54008
Ireland,Trust (Government Corruption),0.29754
Ireland,Generosity,0.44963
Luxembourg,Economy (GDP per Capita),1.69752
Luxembourg,Family,1.03999
Luxembourg,Health (Life Expectancy),0.84542
Luxembourg,Freedom,0.5487
Luxembourg,Trust (Government Corruption),0.35329
Luxembourg,Generosity,0.27571
Mexico,Economy (GDP per Capita),1.11508
Mexico,Family,0.7146
Mexico,Health (Life Expectancy),0.71143
Mexico,Freedom,0.37709
Mexico,Trust (Government Corruption),0.18355
Mexico,Generosity,0.11735
Singapore,Economy (GDP per Capita),1.64555
Singapore,Family,0.86758
Singapore,Health (Life Expectancy),0.94719
Singapore,Freedom,0.4877
Singapore,Trust (Government Corruption),0.46987
Singapore,Generosity,0.32706
United Kingdom,Economy (GDP per Capita),1.40283
United Kingdom,Family,1.08672
United Kingdom,Health (Life Expectancy),0.80991
United Kingdom,Freedom,0.50036
United Kingdom,Trust (Government Corruption),0.27399
United Kingdom,Generosity,0.50156
Chile,Economy (GDP per Capita),1.2167
Chile,Family,0.90587
Chile,Health (Life Expectancy),0.81883
Chile,Freedom,0.37789
Chile,Trust (Government Corruption),0.11451
Chile,Generosity,0.31595
Panama,Economy (GDP per Capita),1.18306
Panama,Family,0.98912
Panama,Health (Life Expectancy),0.70835
Panama,Freedom,0.48927
Panama,Trust (Government Corruption),0.08423
Panama,Generosity,0.2418
Argentina,Economy (GDP per Capita),1.15137
Argentina,Family,1.06612
Argentina,Health (Life Expectancy),0.69711
Argentina,Freedom,0.42284
Argentina,Trust (Government Corruption),0.07296
Argentina,Generosity,0.10989
Czech Republic,Economy (GDP per Capita),1.30915
Czech Republic,Family,1.00793
Czech Republic,Health (Life Expectancy),0.76376
Czech Republic,Freedom,0.41418
Czech Republic,Trust (Government Corruption),0.03986
Czech Republic,Generosity,0.09929
United Arab Emirates,Economy (GDP per Capita),1.57352
United Arab Emirates,Family,0.87114
United Arab Emirates,Health (Life Expectancy),0.72993
United Arab Emirates,Freedom,0.56215
United Arab Emirates,Trust (Government Corruption),0.35561
United Arab Emirates,Generosity,0.26591
Uruguay,Economy (GDP per Capita),1.18157
Uruguay,Family,1.03143
Uruguay,Health (Life Expectancy),0.72183
Uruguay,Freedom,0.54388
Uruguay,Trust (Government Corruption),0.21394
Uruguay,Generosity,0.18056
Malta,Economy (GDP per Capita),1.30782
Malta,Family,1.09879
Malta,Health (Life Expectancy),0.80315
Malta,Freedom,0.54994
Malta,Trust (Government Corruption),0.17554
Malta,Generosity,0.56237
Colombia,Economy (GDP per Capita),1.03032
Colombia,Family,1.02169
Colombia,Health (Life Expectancy),0.59659
Colombia,Freedom,0.44735
Colombia,Trust (Government Corruption),0.05399
Colombia,Generosity,0.15626
France,Economy (GDP per Capita),1.39488
France,Family,1.00508
France,Health (Life Expectancy),0.83795
France,Freedom,0.46562
France,Trust (Government Corruption),0.17808
France,Generosity,0.1216
Thailand,Economy (GDP per Capita),1.0893
Thailand,Family,1.04477
Thailand,Health (Life Expectancy),0.64915
Thailand,Freedom,0.49553
Thailand,Trust (Government Corruption),0.02833
Thailand,Generosity,0.58696
Saudi Arabia,Economy (GDP per Capita),1.48953
Saudi Arabia,Family,0.84829
Saudi Arabia,Health (Life Expectancy),0.59267
Saudi Arabia,Freedom,0.37904
Saudi Arabia,Trust (Government Corruption),0.30008
Saudi Arabia,Generosity,0.15457
Taiwan,Economy (GDP per Capita),1.39729
Taiwan,Family,0.92624
Taiwan,Health (Life Expectancy),0.79565
Taiwan,Freedom,0.32377
Taiwan,Trust (Government Corruption),0.0663
Taiwan,Generosity,0.25495
Qatar,Economy (GDP per Capita),1.82427
Qatar,Family,0.87964
Qatar,Health (Life Expectancy),0.71723
Qatar,Freedom,0.56679
Qatar,Trust (Government Corruption),0.48049
Qatar,Generosity,0.32388
Spain,Economy (GDP per Capita),1.34253
Spain,Family,1.12945
Spain,Health (Life Expectancy),0.87896
Spain,Freedom,0.37545
Spain,Trust (Government Corruption),0.06137
Spain,Generosity,0.17665
Algeria,Economy (GDP per Capita),1.05266
Algeria,Family,0.83309
Algeria,Health (Life Expectancy),0.61804
Algeria,Freedom,0.21006
Algeria,Trust (Government Corruption),0.16157
Algeria,Generosity,0.07044
Guatemala,Economy (GDP per Capita),0.83454
Guatemala,Family,0.87119
Guatemala,Health (Life Expectancy),0.54039
Guatemala,Freedom,0.50379
Guatemala,Trust (Government Corruption),0.08701
Guatemala,Generosity,0.28808
Suriname,Economy (GDP per Capita),1.09686
Suriname,Family,0.77866
Suriname,Health (Life Expectancy),0.50933
Suriname,Freedom,0.52234
Suriname,Trust (Government Corruption),0.12692
Suriname,Generosity,0.16665
Kuwait,Economy (GDP per Capita),1.61714
Kuwait,Family,0.87758
Kuwait,Health (Life Expectancy),0.63569
Kuwait,Freedom,0.43166
Kuwait,Trust (Government Corruption),0.23669
Kuwait,Generosity,0.15965
Bahrain,Economy (GDP per Capita),1.44024
Bahrain,Family,0.94397
Bahrain,Health (Life Expectancy),0.65696
Bahrain,Freedom,0.47375
Bahrain,Trust (Government Corruption),0.25772
Bahrain,Generosity,0.17147
Trinidad and Tobago,Economy (GDP per Capita),1.32572
Trinidad and Tobago,Family,0.98569
Trinidad and Tobago,Health (Life Expectancy),0.52608
Trinidad and Tobago,Freedom,0.48453
Trinidad and Tobago,Trust (Government Corruption),0.01241
Trinidad and Tobago,Generosity,0.31935
Venezuela,Economy (GDP per Capita),1.13367
Venezuela,Family,1.03302
Venezuela,Health (Life Expectancy),0.61904
Venezuela,Freedom,0.19847
Venezuela,Trust (Government Corruption),0.08304
Venezuela,Generosity,0.0425
Slovakia,Economy (GDP per Capita),1.27973
Slovakia,Family,1.08268
Slovakia,Health (Life Expectancy),0.70367
Slovakia,Freedom,0.23391
Slovakia,Trust (Government Corruption),0.02947
Slovakia,Generosity,0.13837
El Salvador,Economy (GDP per Capita),0.8737
El Salvador,Family,0.80975
El Salvador,Health (Life Expectancy),0.596
El Salvador,Freedom,0.37269
